1	OP_CODE	YEAR	VESSEL	SURVEY	BEST_LAT_DD	BEST_DEPTH_M	AREA_SWEPT_MSQ	EXPANDED_WT_KG	NUMBER_FISH
2159	2.01E+11	2006	17	3	41.72069155	691.5329	23270.70233	0	0
2160	2.01E+11	2006	17	3	41.72908837	294.6512	17011.6679	57.86	497
2161	2.01E+11	2006	17	3	41.36898882	1144.5648	25483.05729	0	0
2162	2.01E+11	2006	17	3	41.29415522	1162.0027	25737.4908	0	0
2163	2.01E+11	2006	17	3	41.23597925	77.1861	19197.31939	15.89	107
2164	2.01E+11	2006	17	3	41.1011333	506.6098	19780.27349	54.08	760
2165	2.01E+11	2006	17	3	41.25621636	116.9529	16909.023	84.89	387
2166	2.01E+11	2006	17	3	41.33662971	339.0299	18554.6763	74.52	380
2167	2.01E+11	2006	17	3	40.97516653	632.5581	24114.22768	1.16	7
2168	2.01E+11	2006	17	3	40.68489675	963.9285	13609.49363	0	0
2169	2.01E+11	2006	17	3	40.59224153	183.3739	19000.03138	0.35	2
2170	2.01E+11	2006	17	3	40.45929011	141.8824	19682.42829	64.63	565
2171	2.01E+11	2006	17	3	40.09203696	1240.2771	27544.1298	0	0
2172	2.01E+11	2006	17	3	40.01958162	1017.5874	31128.98013	0	0
2173	2.01E+11	2006	17	3	40.07108686	134.5704	16878.0828	4.15	36
2174	2.01E+11	2006	17	3	39.86625702	388.9151	20649.66701	21.29	104
2175	2.01E+11	2006	17	3	39.85979018	110.2997	16725.46028	1.58	20
2176	2.01E+11	2006	17	3	39.38830098	138.7578	15829.42945	0.37	5
2177	2.01E+11	2006	17	3	39.34657896	139.637	17345.84182	0.56	3
2178	2.01E+11	2006	17	3	39.2826533	355.1543	17343.93014	10.55	54
2179	2.01E+11	2006	17	3	39.20154596	341.9653	18583.20829	33.32	318
2180	2.01E+11	2006	17	3	39.10465131	359.2986	19295.99398	40.47	160
2181	2.01E+11	2006	17	3	39.07936199	454.2813	24205.57553	17.37	74
2182	2.01E+11	2006	17	3	38.41470521	771.7461	28201.51724	0.21	1
2183	2.01E+11	2006	17	3	38.27858926	301.5142	21283.16095	40.06	376
2184	2.01E+11	2006	17	3	38.24673333	214.4427	19948.82356	26.18	183
2185	2.01E+11	2006	17	3	38.3089075	115.9432	18117.92483	1.68	34
2186	2.01E+11	2006	17	3	38.23885547	77.6096	18820.81424	0.09	3
2187	2.01E+11	2006	17	3	38.14541826	231.9944	20721.5556	85.21	291
2188	2.01E+11	2006	17	3	38.10582948	295.4038	22122.23183	12.72	177
2189	2.01E+11	2006	17	3	38.01618533	845.3401	18834.41732	0	0
2190	2.01E+11	2006	17	3	37.90430874	91.9485	17856.75203	4.96	87
2191	2.01E+11	2006	17	3	37.81925754	66.2705	14883.37409	0.89	14
2192	2.01E+11	2006	17	3	37.54605034	59.6561	15196.77473	9.9	59
2193	2.01E+11	2006	17	3	37.52914981	59.0917	16340.66855	9.62	64
2194	2.01E+11	2006	17	3	37.3974672	733.8561	24931.51874	0	0
2195	2.01E+11	2006	17	3	37.31097324	652.1009	29558.63627	0.14	1
2196	2.01E+11	2006	17	3	37.3000011	499.6294	20647.56085	32.6	143
2197	2.01E+11	2006	17	3	37.16317042	107.9008	17410.63321	6.78	57
2198	2.01E+11	2006	17	3	37.04169897	385.6011	17729.10528	131.04	608
2199	2.01E+11	2006	17	3	36.81925389	107.1199	15031.68944	1.79	31
2200	2.01E+11	2006	17	3	36.72952718	805.1371	19246.79106	0	0
2201	2.01E+11	2006	17	3	36.3995485	673.3441	22721.75399	0	0
2202	2.01E+11	2006	17	3	36.35414278	859.3023	23951.5893	0	0
2203	2.01E+11	2006	17	3	36.2542659	546.7101	17052.85214	3.12	10
2204	2.01E+11	2006	17	3	36.1921196	1138.5196	19689.41624	0	0
2205	2.01E+11	2006	17	3	36.14259223	1173.3328	15171.16312	0	0
2206	2.01E+11	2006	17	3	35.80749732	995.797	17025.50349	0	0
2207	2.01E+11	2006	17	3	35.82321607	526.2423	21242.54563	0	0
2208	2.01E+11	2006	17	3	35.7427125	328.0574	18666.23491	83.57	305
2209	2.01E+11	2006	17	3	35.42277431	226.1846	15697.31027	0	0
2210	2.01E+11	2006	17	3	35.59432343	768.4697	22190.02697	0	0
2211	2.01E+11	2006	17	3	35.63785417	756.7981	30945.28273	0	0
2212	2.01E+11	2006	17	3	35.54143755	866.788	18981.91746	0	0
2213	2.01E+11	2006	17	3	35.23129914	712.2959	16534.71075	0	0
2214	2.01E+11	2006	17	3	35.13636331	564.0464	17162.35356	2.7	20
2215	2.01E+11	2006	17	3	34.93560321	215.1296	14580.64605	9.74	116
2216	2.01E+11	2006	17	3	34.81861398	378.2783	15525.39932	50.98	275
2217	2.01E+11	2006	17	3	34.79017725	518.5347	21056.72364	0.32	4
2218	2.01E+11	2006	17	3	34.85891854	439.0924	18308.89137	46.9	315
2219	2.01E+11	2006	17	3	34.72791678	593.5919	22648.91782	0	0
2220	2.01E+11	2006	17	3	34.61576112	865.8702	22564.61129	0	0
2221	2.01E+11	2006	17	3	34.51781312	1036.0333	13093.758	0	0
2222	2.01E+11	2006	17	3	34.49458278	1099.4752	23113.26115	0	0
2223	2.01E+11	2006	17	3	34.50831528	492.467	20526.63308	1.18	9
2224	2.01E+11	2006	17	3	34.43419209	411.8493	18768.12524	2.02	17
2225	2.01E+11	2006	17	3	34.3144838	465.6019	21397.77557	0	0
2226	2.01E+11	2006	17	3	34.3151813	358.9427	18541.46489	3.75	59
2227	2.01E+11	2006	17	3	34.30650859	509.3893	13782.87738	0	0
2228	2.01E+11	2006	17	3	33.76859106	129.0693	13688.73578	0	0
2229	2.01E+11	2006	17	3	33.72384656	122.1873	13920.92726	0	0
2230	2.01E+11	2006	17	3	33.77728107	288.1887	16768.18376	0.34	2
2231	2.01E+11	2006	17	3	33.66185376	235.9058	17839.1493	0.23	1
2232	2.01E+11	2006	17	3	33.26634641	1023.5373	18077.22747	0	0
2233	2.01E+11	2006	17	3	33.20974191	892.6326	20748.40628	0	0
2234	2.01E+11	2006	17	3	32.97304073	912.3472	21373.29558	0	0
2235	2.01E+11	2006	17	3	33.1536817	1241.2252	23373.78448	0	0
2236	2.01E+11	2006	17	3	34.00396101	144.5246	14205.31109	0.11	2
2237	2.01E+11	2006	17	3	33.98997466	73.7002	16200.16529	0	0
2238	2.01E+11	2006	17	3	33.94926505	216.6589	13027.83331	0.67	8
2239	2.01E+11	2006	17	3	33.79172911	71.9198	16245.28926	0	0
2240	2.01E+11	2006	17	3	33.56236594	587.9108	17084.24481	0	0
2241	2.01E+11	2006	17	3	33.52228476	358.8746	18734.37893	1.04	21
2242	2.01E+11	2006	17	3	33.44358331	119.8714	15120.2209	0.06	1
2243	2.01E+11	2006	17	3	33.08204167	385.6405	21580.54219	0.5	4
2244	2.01E+11	2006	17	3	33.39091333	552.4427	20371.37864	0	0
2245	2.01E+11	2006	17	3	33.33994601	613.2718	18439.42758	0	0
2246	2.01E+11	2006	17	3	32.76347725	489.6104	16677.2818	0	0
2247	2.01E+11	2006	17	3	32.98048759	66.475	15492.14215	0	0
2248	2.01E+11	2006	17	3	32.60251173	135.5991	14352.91489	0	0
2249	2.01E+11	2006	18	3	44.78595833	753.1097	20300.89376	0	0
2250	2.01E+11	2006	18	3	44.78409167	530.0845	19009.93872	5.21	26
2251	2.01E+11	2006	18	3	44.73725833	578.9932	17982.19912	0.09	1
2252	2.01E+11	2006	18	3	45.06435	593.6866	22244.95891	0	0
2253	2.01E+11	2006	18	3	45.38579167	1141.2729	20610.16119	0	0
2254	2.01E+11	2006	18	3	45.49893333	558.9483	22553.93062	0	0
2255	2.01E+11	2006	18	3	45.50560017	460.8226	18227.59792	0.08	1
2256	2.01E+11	2006	18	3	45.68633019	205.6704	18176.58759	17.15	178
2257	2.01E+11	2006	18	3	45.75936667	247.4963	20281.59714	31.11	227
2258	2.01E+11	2006	18	3	46.75201409	178.4202	18305.09894	1.38	6
2259	2.01E+11	2006	18	3	46.72446632	947.3276	45228.85723	0	0
2260	2.01E+11	2006	18	3	47.60580856	1023.7697	30206.19161	0	0
2261	2.01E+11	2006	18	3	47.63634536	1183.5666	21957.73239	0	0
2262	2.01E+11	2006	18	3	47.80175978	544.9824	23228.0721	0	0
2263	2.01E+11	2006	18	3	47.95762685	129.3496	19166.61038	7.68	84
2264	2.01E+11	2006	18	3	47.99008669	119.9917	20356.47806	3.69	21
2265	2.01E+11	2006	18	3	48.238325	136.1808	18436.52676	0.53	2
2266	2.01E+11	2006	18	3	48.39543333	173.193	20500.62285	35.35	152
2267	2.01E+11	2006	18	3	48.3762077	176.8891	17219.17336	24.65	47
2268	2.01E+11	2006	18	3	47.79711144	94.295	17497.02288	15.89	70
2269	2.01E+11	2006	18	3	47.68760417	66.2677	14563.48193	10.13	46
2270	2.01E+11	2006	18	3	47.63296258	120.3718	16344.1278	35.07	241
2271	2.01E+11	2006	18	3	47.44665	166.4452	18612.30574	0.28	2
2272	2.01E+11	2006	18	3	46.73804419	101.7808	17624.68956	4.45	41
2273	2.01E+11	2006	18	3	46.78193519	82.2444	17262.80922	6.62	92
2274	2.01E+11	2006	18	3	46.79223378	58.6842	16446.90849	23.44	197
2275	2.01E+11	2006	18	3	46.27310417	139.7399	19903.05608	9.74	195
2276	2.01E+11	2006	18	3	46.23873333	848.1089	29291.06711	0	0
2277	2.01E+11	2006	18	3	46.14397232	1139.9129	34459.03212	0	0
2278	2.01E+11	2006	18	3	45.91807492	169.0746	20270.53439	13.98	137
2279	2.01E+11	2006	18	3	45.83383353	159.2978	19225.64908	0.12	2
2280	2.01E+11	2006	18	3	45.87059167	139.6522	18696.02747	44.83	363
2281	2.01E+11	2006	18	3	45.75423333	65.6971	15612.2623	3.05	35
2282	2.01E+11	2006	18	3	45.761877	113.6531	17703.67774	2.73	19
2283	2.01E+11	2006	18	3	45.59384657	125.993	21381.66254	8.73	40
2284	2.01E+11	2006	18	3	45.49783481	79.1055	17410.28831	18.85	104
2285	2.01E+11	2006	18	3	45.47319909	175.8019	19551.46488	3.23	28
2286	2.01E+11	2006	18	3	45.19639893	193.2148	20007.10088	31.95	213
2287	2.01E+11	2006	18	3	44.84172696	147.7258	20212.31138	6.53	88
2288	2.01E+11	2006	18	3	44.67731258	69.2262	17406.79039	5.36	24
2289	2.01E+11	2006	18	3	45.04377083	376.9928	18308.4611	1.97	16
2290	2.01E+11	2006	18	3	44.95900614	451.0421	16491.1074	0.82	8
2291	2.01E+11	2006	18	3	44.89825321	360.0629	18599.14267	3.86	35
2292	2.01E+11	2006	18	3	44.80622737	420.1563	20127.2292	5.76	26
2293	2.01E+11	2006	18	3	44.81055	245.5536	20454.2144	28.92	277
2294	2.01E+11	2006	18	3	44.60544583	143.1473	18823.93243	16.82	114
2295	2.01E+11	2006	18	3	44.52537975	406.429	20087.49253	13.41	63
2296	2.01E+11	2006	18	3	44.54684168	307.6514	19028.95816	55.04	424
2297	2.01E+11	2006	18	3	44.60061681	141.1132	23467.1581	13.43	298
2298	2.01E+11	2006	18	3	44.49335	71.5036	20714.62558	0	0
2299	2.01E+11	2006	18	3	44.37297409	81.6037	17008.09776	113.48	2239
2300	2.01E+11	2006	18	3	44.10986246	192.1302	21812.913	43.26	266
2301	2.01E+11	2006	18	3	44.04291834	76.8235	18554.31351	1.45	7
2302	2.01E+11	2006	18	3	43.88422917	126.0042	21990.01374	25.18	164
2303	2.01E+11	2006	18	3	43.80202091	109.3981	19770.05521	0.05	1
2304	2.01E+11	2006	18	3	43.59316722	200.3666	20234.45327	93.4	402
2305	2.01E+11	2006	18	3	43.56837355	853.4836	21263.02513	0	0
2306	2.01E+11	2006	18	3	43.14869167	278.769	19068.32211	44.47	593
2307	2.01E+11	2006	18	3	43.3003655	89.571	19302.85531	2.88	17
2308	2.01E+11	2006	18	3	43.15451267	1024.5	17413.77443	0	0
2309	2.01E+11	2006	18	3	43.09098206	1047.7222	17795.35634	0	0
2310	2.01E+11	2006	18	3	42.78442515	213.9718	21193.8683	3.51	27
2311	2.01E+11	2006	18	3	42.62160833	830.9157	27214.75024	0	0
2312	2.01E+11	2006	18	3	42.5622377	404.84	17351.89363	20.22	168
2313	2.01E+11	2006	18	3	42.41604167	186.736	19390.25348	7.04	52
2314	2.01E+11	2006	18	3	42.6713	89.4296	19395.89962	2.28	24
2315	2.01E+11	2006	18	3	42.51509167	97.2176	19265.1652	5.38	55
2316	2.01E+11	2006	18	3	42.31107083	440.8761	19119.8379	65.76	442
2317	2.01E+11	2006	18	3	42.25415	496.9395	18310.52177	48.54	319
2318	2.01E+11	2006	18	3	42.22826667	180.5969	23567.17493	0.91	6
2319	2.01E+11	2006	18	3	42.17127083	161.7189	22571.1515	15	184
2320	2.01E+11	2006	18	3	42.07856112	95.6476	16308.1501	5.81	137
2321	2.01E+11	2006	18	3	42.04525463	445.0581	19419.24402	53.07	238
2322	2.01E+11	2006	18	3	42.14014583	829.6893	22202.822	0	0
2323	2.01E+11	2006	18	3	41.9356043	1000.3542	14236.13474	0	0
2324	2.01E+11	2006	18	3	41.78963773	616.1301	16621.23479	19.22	125
2325	2.01E+11	2006	18	3	41.73372709	599.3119	17608.01534	12.61	86
2326	2.01E+11	2006	18	3	40.88192917	444.973	17029.05872	25.14	138
2327	2.01E+11	2006	18	3	40.86718333	168.6476	19912.79487	16.79	98
2328	2.01E+11	2006	18	3	41.49375492	171.1399	20779.94778	0.25	2
2329	2.01E+11	2006	18	3	41.60147402	773.9547	30892.26943	0	0
2330	2.01E+11	2006	18	3	41.60870808	884.575	27570.47434	0	0
2331	2.01E+11	2006	18	3	41.45896667	854.3439	32907.76991	0	0
2332	2.01E+11	2006	18	3	41.33950388	1105.0212	27643.04912	0	0
2333	2.01E+11	2006	18	3	40.77183601	708.775	21094.0853	0	0
2334	2.01E+11	2006	18	3	40.28394933	1228.489	19123.62482	0	0
2335	2.01E+11	2006	18	3	40.12824167	1138.6779	29821.45149	0	0
2336	2.01E+11	2006	18	3	40.21232933	529.21	20158.31281	16.34	70
2337	2.01E+11	2006	18	3	40.2088125	482.1946	16347.9761	4.78	96
2338	2.01E+11	2006	18	3	39.98028135	1084.1707	21436.79636	0	0
2339	2.01E+11	2006	18	3	40.0339	939.863	33170.25428	0	0
2340	2.01E+11	2006	18	3	39.38201477	736.0859	27327.08754	0	0
2341	2.01E+11	2006	18	3	39.31624499	167.0164	18258.94776	4.32	39
2342	2.01E+11	2006	18	3	39.10762575	111.3384	19910.42939	0.24	3
2343	2.01E+11	2006	18	3	39.09019756	107.0903	18820.1309	0.11	1
2344	2.01E+11	2006	18	3	39.00769136	125.192	19043.15965	6.92	57
2345	2.01E+11	2006	18	3	39.00528496	89.7934	19202.98174	2.31	28
2346	2.01E+11	2006	18	3	38.84545997	91.506	18560.1635	1.37	17
2347	2.01E+11	2006	18	3	38.78262816	152.5992	19367.82802	5.56	57
2348	2.01E+11	2006	18	3	38.5473125	137.7185	19000.6819	0.68	10
2349	2.01E+11	2006	18	3	38.54878887	95.4406	18369.47578	0.17	1
2350	2.01E+11	2006	18	3	38.31193578	170.2	17534.86055	3.43	130
2351	2.01E+11	2006	18	3	38.27448855	87.0808	15608.58977	3.38	24
2352	2.01E+11	2006	18	3	38.17780637	666.7832	20383.17054	0	0
2353	2.01E+11	2006	18	3	38.01231414	111.8652	18157.8985	1.93	15
2354	2.01E+11	2006	18	3	37.93949465	141.6208	19019.07242	2.9	23
2355	2.01E+11	2006	18	3	37.86467779	117.3406	17946.79163	6.47	90
2356	2.01E+11	2006	18	3	37.85044456	101.3636	18637.27534	9.34	38
2357	2.01E+11	2006	18	3	37.9288875	95.536	18359.02397	5.01	35
2358	2.01E+11	2006	18	3	36.2742093	382.5507	15043.41752	4.24	49
2359	2.01E+11	2006	18	3	36.3323579	124.5577	16406.33507	0.21	2
2360	2.01E+11	2006	18	3	36.35358098	117.9669	16584.60399	0.17	2
2361	2.01E+11	2006	18	3	36.16106673	573.4321	18932.62674	0	0
2362	2.01E+11	2006	18	3	35.86150033	647.9829	16848.4958	0	0
2363	2.01E+11	2006	18	3	35.32985015	1155.6869	19943.03613	0	0
2364	2.01E+11	2006	18	3	35.35852633	1047.6124	20454.03717	0	0
2365	2.01E+11	2006	18	3	35.60843333	1002.0787	20911.80609	0	0
2366	2.01E+11	2006	18	3	35.77148358	462.1201	14063.55986	0.41	3
2367	2.01E+11	2006	18	3	35.54862398	658.9319	15489.86215	0	0
2368	2.01E+11	2006	18	3	35.07004167	448.1976	15742.63856	3.9	39
2369	2.01E+11	2006	18	3	35.04959991	510.5945	17046.67847	6.71	27
2370	2.01E+11	2006	18	3	35.33971482	76.7899	16591.58017	0	0
2371	2.01E+11	2006	18	3	35.08774167	76.2266	20042.84162	0.02	1
2372	2.01E+11	2006	18	3	34.98855271	522.3721	16112.15455	2.01	13
2373	2.01E+11	2006	18	3	34.63998677	940.8004	19485.29008	0	0
2374	2.01E+11	2006	18	3	34.6772582	991.2236	19691.23514	0	0
2375	2.01E+11	2006	18	3	34.68626513	947.7792	19250.82196	0	0
2376	2.01E+11	2006	18	3	34.60304886	1018.2106	25389.4569	0	0
2377	2.01E+11	2006	18	3	34.21850989	1028.1518	17955.77927	0	0
2378	2.01E+11	2006	18	3	34.362336	530.0985	17172.21165	0	0
2379	2.01E+11	2006	18	3	34.22074042	462.6732	16818.5073	0	0
2380	2.01E+11	2006	18	3	34.19642561	422.8686	15055.08477	0	0
2381	2.01E+11	2006	18	3	34.28393485	242.9833	18382.00971	7.84	100
2382	2.01E+11	2006	18	3	34.30251609	121.7856	18279.09584	0	0
2383	2.01E+11	2006	18	3	34.23067874	97.6684	20271.89841	0	0
2384	2.01E+11	2006	18	3	34.17738082	239.2527	17234.9559	0	0
2385	2.01E+11	2006	18	3	33.665744	138.0457	18405.75631	0	0
2386	2.01E+11	2006	18	3	33.24633794	320.4335	16333.43749	17.77	46
2387	2.01E+11	2006	18	3	34.01154008	74.5887	15704.95471	1.34	4
2388	2.01E+11	2006	18	3	33.9223315	514.1656	19955.49997	0	0
2389	2.01E+11	2006	18	3	33.72974613	75.896	18223.41105	0	0
2390	2.01E+11	2006	18	3	33.77441252	78.7601	18905.24668	0	0
2391	2.01E+11	2006	18	3	33.89112875	84.8324	16005.30476	0	0
2392	2.01E+11	2006	18	3	33.53576169	403.5589	13742.7472	2.15	14
2393	2.01E+11	2006	18	3	33.53261996	500.9321	14696.04127	0.27	4
2394	2.01E+11	2006	18	3	33.41015234	119.774	18685.86397	0	0
2395	2.01E+11	2006	18	3	33.33635001	1245.9388	16208.48734	0	0
2396	2.01E+11	2006	18	3	33.31638681	92.0794	16473.81173	0	0
2397	2.01E+11	2006	18	3	33.24113485	1168.8001	16661.03157	0	0
2398	2.01E+11	2006	18	3	33.25086324	879.8262	31465.20697	0	0
2399	2.01E+11	2006	18	3	33.29451497	835.0184	17827.17592	0	0
2400	2.01E+11	2006	18	3	33.25930296	240.2735	12569.93291	0.52	6
2401	2.01E+11	2006	18	3	33.08491899	1116.8403	17604.07228	0	0
2402	2.01E+11	2006	18	3	33.0925097	451.3111	20953.27307	0.15	1
2403	2.01E+11	2006	18	3	32.89160304	509.415	14261.38022	0	0
2404	2.01E+11	2006	18	3	32.72070342	303.1695	15653.17576	2.13	19
2405	2.01E+11	2006	18	3	33.37743482	79.2002	16836.92063	0	0
2406	2.01E+11	2006	18	3	33.19788921	799.7833	20381.2182	0	0
2407	2.01E+11	2006	18	3	33.0568125	850.392	22904.19935	0	0
2408	2.01E+11	2006	18	3	33.07300917	491.9592	19969.11822	0	0
2409	2.01E+11	2006	18	3	32.96938653	513.3064	14719.97684	1.28	4
2410	2.01E+11	2007	8	3	45.24125148	948.3289	34686.77904	0	0
2411	2.01E+11	2007	8	3	45.20583393	400.3336	15728.07997	0.56	5
2412	2.01E+11	2007	8	3	45.23269311	360.4908	19265.43494	0.94	16
2413	2.01E+11	2007	8	3	45.25750587	173.2886	17068.45549	30.2	208
2414	2.01E+11	2007	8	3	45.45577843	109.5015	17063.57064	2.09	31
2415	2.01E+11	2007	8	3	45.49168539	177.0884	16849.88842	3.41	45
2416	2.01E+11	2007	8	3	45.70357774	106.8642	16017.54836	2.85	40
2417	2.01E+11	2007	8	3	45.69513588	132.0696	15581.8821	2.28	22
2418	2.01E+11	2007	8	3	45.83198525	139.4989	15034.86711	8.73	91
2419	2.01E+11	2007	8	3	45.91708939	115.4678	17813.28111	22.64	306
2420	2.01E+11	2007	8	3	45.96141453	146.2058	14718.92414	0.41	3
2421	2.01E+11	2007	8	3	46.09338732	107.1769	16188.33076	3.31	40
2422	2.01E+11	2007	8	3	46.11881053	102.1681	16255.38858	1.35	23
2423	2.01E+11	2007	8	3	45.99323977	72.0108	15650.53357	15.68	82
2424	2.01E+11	2007	8	3	46.16048812	135.7196	16522.12962	11.71	119
2425	2.01E+11	2007	8	3	46.49952916	1215.2951	25269.98559	0	0
2426	2.01E+11	2007	8	3	46.62408178	73.1427	16520.52434	18.09	0
2427	2.01E+11	2007	8	3	46.76623013	59.9849	16099.26373	64.31	238
2428	2.01E+11	2007	8	3	46.81930375	83.2984	19454.42127	10.34	44
2429	2.01E+11	2007	8	3	46.99017443	106.5121	18360.08712	12.7	45
2430	2.01E+11	2007	8	3	47.18429658	80.2134	15020.40387	8.66	85
2431	2.01E+11	2007	8	3	47.42211204	112.3829	15676.48357	0.97	5
2432	2.01E+11	2007	8	3	47.52318239	175.9232	17138.29259	5.98	30
2433	2.01E+11	2007	8	3	47.75528179	85.9368	16293.99214	7.77	66
2434	2.01E+11	2007	8	3	47.85767181	110.3447	16311.9525	2.25	20
2435	2.01E+11	2007	8	3	48.41572992	211.4348	14279.79007	0	0
2436	2.01E+11	2007	8	3	48.40153333	226.873	16440.50672	1.79	10
2437	2.01E+11	2007	8	3	48.23034957	197.9268	16118.14997	45.02	101
2438	2.01E+11	2007	8	3	48.09890542	127.784	15354.75661	0	0
2439	2.01E+11	2007	8	3	48.11920529	287.3619	16375.14873	17.45	62
2440	2.01E+11	2007	8	3	47.99520476	172.5995	15833.66522	0	0
2441	2.01E+11	2007	8	3	47.89896417	130.3905	16898.24052	0.28	2
2442	2.01E+11	2007	8	3	47.77210782	905.9028	24706.8788	0	0
2443	2.01E+11	2007	8	3	47.66510116	580.6511	15635.07558	0	0
2444	2.01E+11	2007	8	3	47.26549622	148.5894	16864.22444	0	0
2445	2.01E+11	2007	8	3	46.97208774	336.5318	19974.97992	15.34	72
2446	2.01E+11	2007	8	3	46.85825003	504.4049	16431.11026	2.84	10
2447	2.01E+11	2007	8	3	46.03710854	917.6158	17188.1858	0	0
2448	2.01E+11	2007	8	3	46.03647597	316.3779	17122.82625	29.92	126
2449	2.01E+11	2007	8	3	45.92319148	162.0165	17006.20468	13.6	219
2450	2.01E+11	2007	8	3	45.94366945	167.8816	18391.30305	8.83	88
2451	2.01E+11	2007	8	3	45.80755453	308.884	17870.77015	5.81	113
2452	2.01E+11	2007	8	3	45.87501755	774.6539	18634.13802	0	0
2453	2.01E+11	2007	8	3	45.78059945	984.0863	22870.69333	0	0
2454	2.01E+11	2007	8	3	45.70535303	584.0681	18909.95407	0.21	1
2455	2.01E+11	2007	8	3	45.44159801	449.0758	18259.88679	0	0
2456	2.01E+11	2007	8	3	45.00514005	66.323	15227.31981	17.2	78
2457	2.01E+11	2007	8	3	44.80561797	75.5921	17036.60276	4.97	56
2458	2.01E+11	2007	8	3	44.90699777	430.1822	16960.449	5.17	43
2459	2.01E+11	2007	8	3	44.84235784	448.5633	18726.76687	23.83	98
2460	2.01E+11	2007	8	3	45.02762417	462.772	16947.12317	5.32	27
2461	2.01E+11	2007	8	3	44.97686797	684.7094	21297.21902	0	0
2462	2.01E+11	2007	8	3	44.89925245	524.3267	15705.6521	3.76	22
2463	2.01E+11	2007	8	3	44.78393791	583.0852	16707.13264	0.26	1
2464	2.01E+11	2007	8	3	44.5143531	1128.7297	27145.34909	0	0
2465	2.01E+11	2007	8	3	44.40097761	856.4854	22960.09973	0	0
2466	2.01E+11	2007	8	3	44.36645169	655.5211	17992.61659	0	0
2467	2.01E+11	2007	8	3	44.3193848	1028.3417	30998.30081	0	0
2468	2.01E+11	2007	8	3	44.12319401	174.8526	17838.99821	93.5	220
2469	2.01E+11	2007	8	3	44.13877443	119.6083	15758.68529	48.79	190
2470	2.01E+11	2007	8	3	44.31824203	92.3932	15138.79164	0	0
2471	2.01E+11	2007	8	3	44.35224809	101.8082	15182.06422	0	0
2472	2.01E+11	2007	8	3	44.68156974	146.3824	15871.42972	54.95	198
2473	2.01E+11	2007	8	3	44.57490458	66.2771	14982.68506	0	0
2474	2.01E+11	2007	8	3	44.31661373	72.4355	15204.07757	3.34	30
2475	2.01E+11	2007	8	3	44.07935346	120.8899	16646.07951	13.44	253
2476	2.01E+11	2007	8	3	44.06622189	121.9593	17150.71852	38.27	327
2477	2.01E+11	2007	8	3	43.97442398	117.1421	16929.82758	0.77	73
2478	2.01E+11	2007	8	3	43.86010573	72.2358	16230.28208	31.3	113
2479	2.01E+11	2007	8	3	43.71866846	326.431	18377.00827	70.55	401
2480	2.01E+11	2007	8	3	43.60961307	279.7015	18564.19077	29.12	205
2481	2.01E+11	2007	8	3	43.5662567	510.3612	18250.68627	208.08	401
2482	2.01E+11	2007	8	3	43.52291001	458.7854	17776.10775	42.57	189
2483	2.01E+11	2007	8	3	43.57906994	167.2308	17904.57399	0	0
2484	2.01E+11	2007	8	3	43.56719183	111.01	15616.26147	15.23	128
2485	2.01E+11	2007	8	3	43.45920336	752.7295	19925.67045	0	0
2486	2.01E+11	2007	8	3	43.44507125	507.6882	18376.0532	28.61	203
2487	2.01E+11	2007	8	3	43.44018791	340.6512	18483.70565	30.63	0
2488	2.01E+11	2007	8	3	43.08887958	189.5572	15661.78794	17.53	118
2489	2.01E+11	2007	8	3	42.69916797	566.611	18457.44069	67.98	185
2490	2.01E+11	2007	8	3	42.39990915	500.4733	17416.76805	101.03	340
2491	2.01E+11	2007	8	3	42.37115833	466.8183	16553.00228	23.08	155
2492	2.01E+11	2007	8	3	42.3241636	69.2592	13568.59628	1	9
2493	2.01E+11	2007	8	3	42.2560551	1055.9562	25380.53877	0	0
2494	2.01E+11	2007	8	3	42.23266646	969.1331	21860.42779	0	0
2495	2.01E+11	2007	8	3	42.00489702	487.652	16547.07057	32.68	215
2496	2.01E+11	2007	8	3	41.80623304	968.3475	23694.17459	0	0
2497	2.01E+11	2007	8	3	41.75741865	1129.5049	25520.34989	0	0
2498	2.01E+11	2007	8	3	41.72419902	986.6056	23365.55925	0	0
2499	2.01E+11	2007	8	3	41.69792238	1002.4891	25665.25028	0	0
2500	2.01E+11	2007	8	3	41.69694904	434.8111	14716.6302	37.87	160
2501	2.01E+11	2007	8	3	41.69976742	68.7908	16701.58789	1.42	18
2502	2.01E+11	2007	8	3	41.64345135	126.4091	18055.31695	6.42	80
2503	2.01E+11	2007	8	3	41.53795055	372.619	13936.89616	41.27	195
2504	2.01E+11	2007	8	3	41.47528724	891.5401	19237.92156	0	0
2505	2.01E+11	2007	8	3	41.25556296	1144.1496	25173.69506	0	0
2506	2.01E+11	2007	8	3	41.10946217	507.1454	16725.77307	31.62	301
2507	2.01E+11	2007	8	3	41.03557388	505.5462	16309.79568	25.62	490
2508	2.01E+11	2007	8	3	40.93246548	272.7241	16711.04101	35.11	198
2509	2.01E+11	2007	8	3	40.8655054	73.2756	15749.18873	4.56	28
2510	2.01E+11	2007	8	3	40.59720525	155.8925	17169.5246	0.09	1
2511	2.01E+11	2007	8	3	40.56343065	172.9754	17073.11778	0	0
2512	2.01E+11	2007	8	3	40.38686591	422.428	10876.96192	2.1	5
2513	2.01E+11	2007	8	3	40.26714245	81.0068	15662.98747	0	0
